"County","FullName","Party","No","Votes","VR"
"新北市","新北市板橋區","中華統一促進黨","8","1261",0.0041
"新北市","新北市板橋區","中國國民黨","9","79924",0.2632
"新北市","新北市板橋區","台灣團結聯盟","10","6329",0.0208
"新北市","新北市板橋區","時代力量","11","19347",0.0637
"新北市","新北市板橋區","大愛憲改聯盟","12","333",0.001
"新北市","新北市板橋區","綠黨社會民主黨聯盟","13","7592",0.025
"新北市","新北市板橋區","台灣獨立黨","14","620",0.002
"新北市","新北市板橋區","無黨團結聯盟","15","1991",0.0065
"新北市","新北市板橋區","新黨","16","12609",0.0415
"新北市","新北市板橋區","健保免費連線","17","1339",0.0044
"新北市","新北市板橋區","樹黨","18","2336",0.0076
"新北市","新北市三重區","民主進步黨","1","108532",0.5017
"新北市","新北市三重區","親民黨","2","14696",0.0679
"新北市","新北市三重區","自由台灣黨","3","879",0.004
"新北市","新北市三重區","和平鴿聯盟黨","4","660",0.003
"新北市","新北市三重區","軍公教聯盟黨","5","963",0.0044
"新北市","新北市三重區","民國黨","6","2514",0.0116
"新北市","新北市三重區","信心希望聯盟","7","2731",0.0126
"新北市","新北市三重區","中華統一促進黨","8","652",0.003
"新北市","新北市三重區","中國國民黨","9","50284",0.2324
"新北市","新北市三重區","台灣團結聯盟","10","4926",0.0227
"新北市","新北市三重區","時代力量","11","14621",0.0675
"新北市","新北市三重區","大愛憲改聯盟","12","282",0.0013
"新北市","新北市三重區","綠黨社會民主黨聯盟","13","4595",0.0212
"新北市","新北市三重區","台灣獨立黨","14","413",0.0019
"新北市","新北市三重區","無黨團結聯盟","15","997",0.0046
"新北市","新北市三重區","新黨","16","6506",0.03
"新北市","新北市三重區","健保免費連線","17","764",0.0035
"新北市","新北市三重區","樹黨","18","1283",0.0059
"新北市","新北市中和區","民主進步黨","1","85380",0.3681
"新北市","新北市中和區","親民黨","2","16407",0.0707
"新北市","新北市中和區","自由台灣黨","3","681",0.0029
"新北市","新北市中和區","和平鴿聯盟黨","4","342",0.0014
"新北市","新北市中和區","軍公教聯盟黨","5","1375",0.0059
"新北市","新北市中和區","民國黨","6","3650",0.0157
"新北市","新北市中和區","信心希望聯盟","7","4249",0.0183
"新北市","新北市中和區","中華統一促進黨","8","1300",0.0056
"新北市","新北市中和區","中國國民黨","9","72705",0.3135
"新北市","新北市中和區","台灣團結聯盟","10","3903",0.0168
"新北市","新北市中和區","時代力量","11","13666",0.0589
"新北市","新北市中和區","大愛憲改聯盟","12","306",0.0013
"新北市","新北市中和區","綠黨社會民主黨聯盟","13","6162",0.0265
"新北市","新北市中和區","台灣獨立黨","14","464",0.002
"新北市","新北市中和區","無黨團結聯盟","15","2199",0.0094
"新北市","新北市中和區","新黨","16","16575",0.0714
"新北市","新北市中和區","健保免費連線","17","759",0.0032
"新北市","新北市中和區","樹黨","18","1776",0.0076
"新北市","新北市永和區","民主進步黨","1","39143",0.3191
"新北市","新北市永和區","親民黨","2","8315",0.0677
"新北市","新北市永和區","自由台灣黨","3","272",0.0022
"新北市","新北市永和區","和平鴿聯盟黨","4","178",0.0014
"新北市","新北市永和區","軍公教聯盟黨","5","891",0.0072
"新北市","新北市永和區","民國黨","6","2409",0.0196
"新北市","新北市永和區","信心希望聯盟","7","2951",0.024
"新北市","新北市永和區","中華統一促進黨","8","951",0.0077
"新北市","新北市永和區","中國國民黨","9","40510",0.3302
"新北市","新北市永和區","台灣團結聯盟","10","2030",0.0165
"新北市","新北市永和區","時代力量","11","6929",0.0564
"新北市","新北市永和區","大愛憲改聯盟","12","112",9e-04
"新北市","新北市永和區","綠黨社會民主黨聯盟","13","4049",0.033
"新北市","新北市永和區","台灣獨立黨","14","161",0.0013
"新北市","新北市永和區","無黨團結聯盟","15","443",0.0036
"新北市","新北市永和區","新黨","16","11877",0.0968
"新北市","新北市永和區","健保免費連線","17","378",0.003
"新北市","新北市永和區","樹黨","18","1058",0.0086
"新北市","新北市新莊區","民主進步黨","1","104796",0.4862
"新北市","新北市新莊區","親民黨","2","16209",0.0752
"新北市","新北市新莊區","自由台灣黨","3","642",0.0029
"新北市","新北市新莊區","和平鴿聯盟黨","4","495",0.0022
"新北市","新北市新莊區","軍公教聯盟黨","5","1057",0.0049
"新北市","新北市新莊區","民國黨","6","2378",0.011
"新北市","新北市新莊區","信心希望聯盟","7","2997",0.0139
"新北市","新北市新莊區","中華統一促進黨","8","613",0.0028
"新北市","新北市新莊區","中國國民黨","9","51273",0.2379
"新北市","新北市新莊區","台灣團結聯盟","10","4450",0.0206
"新北市","新北市新莊區","時代力量","11","14983",0.0695
"新北市","新北市新莊區","大愛憲改聯盟","12","321",0.0014
"新北市","新北市新莊區","綠黨社會民主黨聯盟","13","5393",0.025
"新北市","新北市新莊區","台灣獨立黨","14","431",0.0019
"新北市","新北市新莊區","無黨團結聯盟","15","807",0.0037
"新北市","新北市新莊區","新黨","16","6734",0.0312
"新北市","新北市新莊區","健保免費連線","17","832",0.0038
"新北市","新北市新莊區","樹黨","18","1106",0.0051
"新北市","新北市新店區","民主進步黨","1","53008",0.3203
"新北市","新北市新店區","親民黨","2","11432",0.069
"新北市","新北市新店區","自由台灣黨","3","511",0.003
"新北市","新北市新店區","和平鴿聯盟黨","4","246",0.0014
"新北市","新北市新店區","軍公教聯盟黨","5","1035",0.0062
"新北市","新北市新店區","民國黨","6","2251",0.0136
"新北市","新北市新店區","信心希望聯盟","7","4982",0.0301
"新北市","新北市新店區","中華統一促進黨","8","1211",0.0073
"新北市","新北市新店區","中國國民黨","9","55050",0.3327
"新北市","新北市新店區","台灣團結聯盟","10","2224",0.0134
"新北市","新北市新店區","時代力量","11","8560",0.0517
"新北市","新北市新店區","大愛憲改聯盟","12","157",9e-04
"新北市","新北市新店區","綠黨社會民主黨聯盟","13","5541",0.0334
"新北市","新北市新店區","台灣獨立黨","14","223",0.0013
"新北市","新北市新店區","無黨團結聯盟","15","502",0.003
"新北市","新北市新店區","新黨","16","16869",0.1019
"新北市","新北市新店區","健保免費連線","17","423",0.0025
"新北市","新北市新店區","樹黨","18","1225",0.0074
"新北市","新北市樹林區","民主進步黨","1","45240",0.4696
"新北市","新北市樹林區","親民黨","2","6741",0.0699
"新北市","新北市樹林區","自由台灣黨","3","376",0.0039
"新北市","新北市樹林區","和平鴿聯盟黨","4","193",0.002
"新北市","新北市樹林區","軍公教聯盟黨","5","506",0.0052
"新北市","新北市樹林區","民國黨","6","1206",0.0125
"新北市","新北市樹林區","信心希望聯盟","7","1438",0.0149
"新北市","新北市樹林區","中華統一促進黨","8","290",0.003
"新北市","新北市樹林區","中國國民黨","9","24909",0.2585
"新北市","新北市樹林區","台灣團結聯盟","10","1937",0.0201
"新北市","新北市樹林區","時代力量","11","6301",0.0654
"新北市","新北市樹林區","大愛憲改聯盟","12","119",0.0012
"新北市","新北市樹林區","綠黨社會民主黨聯盟","13","2144",0.0222
"新北市","新北市樹林區","台灣獨立黨","14","196",0.002
"新北市","新北市樹林區","無黨團結聯盟","15","392",0.004
"新北市","新北市樹林區","新黨","16","3203",0.0332
"新北市","新北市樹林區","健保免費連線","17","500",0.0051
"新北市","新北市樹林區","樹黨","18","634",0.0065
"新北市","新北市鶯歌區","民主進步黨","1","21431",0.4739
"新北市","新北市鶯歌區","親民黨","2","3263",0.0721
"新北市","新北市鶯歌區","自由台灣黨","3","223",0.0049
"新北市","新北市鶯歌區","和平鴿聯盟黨","4","113",0.0024
"新北市","新北市鶯歌區","軍公教聯盟黨","5","226",0.0049
"新北市","新北市鶯歌區","民國黨","6","664",0.0146
"新北市","新北市鶯歌區","信心希望聯盟","7","514",0.0113
"新北市","新北市鶯歌區","中華統一促進黨","8","247",0.0054
"新北市","新北市鶯歌區","中國國民黨","9","11967",0.2646
"新北市","新北市鶯歌區","台灣團結聯盟","10","959",0.0212
"新北市","新北市鶯歌區","時代力量","11","2606",0.0576
"新北市","新北市鶯歌區","大愛憲改聯盟","12","60",0.0013
"新北市","新北市鶯歌區","綠黨社會民主黨聯盟","13","1010",0.0223
"新北市","新北市鶯歌區","台灣獨立黨","14","124",0.0027
"新北市","新北市鶯歌區","無黨團結聯盟","15","228",0.005
"新北市","新北市鶯歌區","新黨","16","1096",0.0242
"新北市","新北市鶯歌區","健保免費連線","17","242",0.0053
"新北市","新北市鶯歌區","樹黨","18","241",0.0053
"新北市","新北市三峽區","民主進步黨","1","24816",0.4464
"新北市","新北市三峽區","親民黨","2","4474",0.0804
"新北市","新北市三峽區","自由台灣黨","3","212",0.0038
"新北市","新北市三峽區","和平鴿聯盟黨","4","134",0.0024
"新北市","新北市三峽區","軍公教聯盟黨","5","334",0.006
"新北市","新北市三峽區","民國黨","6","692",0.0124
"新北市","新北市三峽區","信心希望聯盟","7","917",0.0164
"新北市","新北市三峽區","中華統一促進黨","8","247",0.0044
"新北市","新北市三峽區","中國國民黨","9","14992",0.2697
"新北市","新北市三峽區","台灣團結聯盟","10","1029",0.0185
"新北市","新北市三峽區","時代力量","11","3263",0.0587
"新北市","新北市三峽區","大愛憲改聯盟","12","87",0.0015
"新北市","新北市三峽區","綠黨社會民主黨聯盟","13","1297",0.0233
"新北市","新北市三峽區","台灣獨立黨","14","86",0.0015
"新北市","新北市三峽區","無黨團結聯盟","15","232",0.0041
"新北市","新北市三峽區","新黨","16","2218",0.0399
"新北市","新北市三峽區","健保免費連線","17","235",0.0042
"新北市","新北市三峽區","樹黨","18","322",0.0057
"新北市","新北市淡水區","民主進步黨","1","32850",0.3879
"新北市","新北市淡水區","親民黨","2","5243",0.0619
"新北市","新北市淡水區","自由台灣黨","3","270",0.0031
"新北市","新北市淡水區","和平鴿聯盟黨","4","245",0.0028
"新北市","新北市淡水區","軍公教聯盟黨","5","485",0.0057
"新北市","新北市淡水區","民國黨","6","1320",0.0155
"新北市","新北市淡水區","信心希望聯盟","7","1837",0.0216
"新北市","新北市淡水區","中華統一促進黨","8","396",0.0046
"新北市","新北市淡水區","中國國民黨","9","22876",0.2701
"新北市","新北市淡水區","台灣團結聯盟","10","1923",0.0227
"新北市","新北市淡水區","時代力量","11","5292",0.0624
"新北市","新北市淡水區","大愛憲改聯盟","12","100",0.0011
"新北市","新北市淡水區","綠黨社會民主黨聯盟","13","2474",0.0292
"新北市","新北市淡水區","台灣獨立黨","14","166",0.0019
"新北市","新北市淡水區","無黨團結聯盟","15","3390",0.04
"新北市","新北市淡水區","新黨","16","4858",0.0573
"新北市","新北市淡水區","健保免費連線","17","263",0.0031
"新北市","新北市淡水區","樹黨","18","686",0.0081
"新北市","新北市汐止區","民主進步黨","1","41472",0.4007
"新北市","新北市汐止區","親民黨","2","7498",0.0724
"新北市","新北市汐止區","自由台灣黨","3","403",0.0038
"新北市","新北市汐止區","和平鴿聯盟黨","4","329",0.0031
"新北市","新北市汐止區","軍公教聯盟黨","5","498",0.0048
"新北市","新北市汐止區","民國黨","6","1430",0.0138
"新北市","新北市汐止區","信心希望聯盟","7","1921",0.0185
"新北市","新北市汐止區","中華統一促進黨","8","441",0.0042
"新北市","新北市汐止區","中國國民黨","9","30152",0.2913
"新北市","新北市汐止區","台灣團結聯盟","10","1722",0.0166
"新北市","新北市汐止區","時代力量","11","6562",0.0634
"新北市","新北市汐止區","大愛憲改聯盟","12","110",0.001
"新北市","新北市汐止區","綠黨社會民主黨聯盟","13","2583",0.0249
"新北市","新北市汐止區","台灣獨立黨","14","189",0.0018
"新北市","新北市汐止區","無黨團結聯盟","15","387",0.0037
"新北市","新北市汐止區","新黨","16","6700",0.0647
"新北市","新北市汐止區","健保免費連線","17","384",0.0037
"新北市","新北市汐止區","樹黨","18","710",0.0068
"新北市","新北市瑞芳區","民主進步黨","1","8273",0.4018
"新北市","新北市瑞芳區","親民黨","2","1602",0.0778
"新北市","新北市瑞芳區","自由台灣黨","3","174",0.0084
"新北市","新北市瑞芳區","和平鴿聯盟黨","4","89",0.0043
"新北市","新北市瑞芳區","軍公教聯盟黨","5","161",0.0078
"新北市","新北市瑞芳區","民國黨","6","323",0.0156
"新北市","新北市瑞芳區","信心希望聯盟","7","186",0.009
"新北市","新北市瑞芳區","中華統一促進黨","8","103",0.005
"新北市","新北市瑞芳區","中國國民黨","9","6367",0.3092
"新北市","新北市瑞芳區","台灣團結聯盟","10","515",0.025
"新北市","新北市瑞芳區","時代力量","11","1046",0.0508
"新北市","新北市瑞芳區","大愛憲改聯盟","12","42",0.002
"新北市","新北市瑞芳區","綠黨社會民主黨聯盟","13","347",0.0168
"新北市","新北市瑞芳區","台灣獨立黨","14","65",0.0031
"新北市","新北市瑞芳區","無黨團結聯盟","15","409",0.0198
"新北市","新北市瑞芳區","新黨","16","644",0.0312
"新北市","新北市瑞芳區","健保免費連線","17","120",0.0058
"新北市","新北市瑞芳區","樹黨","18","120",0.0058
"新北市","新北市土城區","民主進步黨","1","56897",0.4544
"新北市","新北市土城區","親民黨","2","8901",0.071
"新北市","新北市土城區","自由台灣黨","3","443",0.0035
"新北市","新北市土城區","和平鴿聯盟黨","4","246",0.0019
"新北市","新北市土城區","軍公教聯盟黨","5","730",0.0058
"新北市","新北市土城區","民國黨","6","1561",0.0124
"新北市","新北市土城區","信心希望聯盟","7","1874",0.0149
"新北市","新北市土城區","中華統一促進黨","8","477",0.0038
"新北市","新北市土城區","中國國民黨","9","33300",0.2659
"新北市","新北市土城區","台灣團結聯盟","10","2281",0.0182
"新北市","新北市土城區","時代力量","11","8190",0.0654
"新北市","新北市土城區","大愛憲改聯盟","12","155",0.0012
"新北市","新北市土城區","綠黨社會民主黨聯盟","13","2930",0.0234
"新北市","新北市土城區","台灣獨立黨","14","237",0.0018
"新北市","新北市土城區","無黨團結聯盟","15","750",0.0059
"新北市","新北市土城區","新黨","16","4829",0.0385
"新北市","新北市土城區","健保免費連線","17","546",0.0043
"新北市","新北市土城區","樹黨","18","849",0.0067
"新北市","新北市蘆洲區","民主進步黨","1","52950",0.5171
"新北市","新北市蘆洲區","親民黨","2","6809",0.0664
"新北市","新北市蘆洲區","自由台灣黨","3","315",0.003
"新北市","新北市蘆洲區","和平鴿聯盟黨","4","199",0.0019
"新北市","新北市蘆洲區","軍公教聯盟黨","5","417",0.004
"新北市","新北市蘆洲區","民國黨","6","1081",0.0105
"新北市","新北市蘆洲區","信心希望聯盟","7","1317",0.0128
"新北市","新北市蘆洲區","中華統一促進黨","8","277",0.0027
"新北市","新北市蘆洲區","中國國民黨","9","22500",0.2197
"新北市","新北市蘆洲區","台灣團結聯盟","10","2351",0.0229
"新北市","新北市蘆洲區","時代力量","11","6863",0.067
"新北市","新北市蘆洲區","大愛憲改聯盟","12","115",0.0011
"新北市","新北市蘆洲區","綠黨社會民主黨聯盟","13","2151",0.021
"新北市","新北市蘆洲區","台灣獨立黨","14","194",0.0018
"新北市","新北市蘆洲區","無黨團結聯盟","15","1057",0.0103
"新北市","新北市蘆洲區","新黨","16","2780",0.0271
"新北市","新北市蘆洲區","健保免費連線","17","344",0.0033
"新北市","新北市蘆洲區","樹黨","18","671",0.0065
"新北市","新北市五股區","民主進步黨","1","20912",0.4855
"新北市","新北市五股區","親民黨","2","3128",0.0726
"新北市","新北市五股區","自由台灣黨","3","116",0.0026
"新北市","新北市五股區","和平鴿聯盟黨","4","118",0.0027
"新北市","新北市五股區","軍公教聯盟黨","5","151",0.0035
"新北市","新北市五股區","民國黨","6","452",0.0104
"新北市","新北市五股區","信心希望聯盟","7","709",0.0164
"新北市","新北市五股區","中華統一促進黨","8","169",0.0039
"新北市","新北市五股區","中國國民黨","9","10623",0.2466
"新北市","新北市五股區","台灣團結聯盟","10","941",0.0218
"新北市","新北市五股區","時代力量","11","2620",0.0608
"新北市","新北市五股區","大愛憲改聯盟","12","56",0.0013
"新北市","新北市五股區","綠黨社會民主黨聯盟","13","791",0.0183
"新北市","新北市五股區","台灣獨立黨","14","93",0.0021
"新北市","新北市五股區","無黨團結聯盟","15","303",0.007
"新北市","新北市五股區","新黨","16","1409",0.0327
"新北市","新北市五股區","健保免費連線","17","215",0.0049
"新北市","新北市五股區","樹黨","18","259",0.006
"新北市","新北市泰山區","民主進步黨","1","18998",0.4673
"新北市","新北市泰山區","親民黨","2","3782",0.093
"新北市","新北市泰山區","自由台灣黨","3","107",0.0026
"新北市","新北市泰山區","和平鴿聯盟黨","4","108",0.0026
"新北市","新北市泰山區","軍公教聯盟黨","5","186",0.0045
"新北市","新北市泰山區","民國黨","6","456",0.0112
"新北市","新北市泰山區","信心希望聯盟","7","535",0.0131
"新北市","新北市泰山區","中華統一促進黨","8","115",0.0028
"新北市","新北市泰山區","中國國民黨","9","10151",0.2497
"新北市","新北市泰山區","台灣團結聯盟","10","753",0.0185
"新北市","新北市泰山區","時代力量","11","2562",0.063
"新北市","新北市泰山區","大愛憲改聯盟","12","36",8e-04
"新北市","新北市泰山區","綠黨社會民主黨聯盟","13","837",0.0205
"新北市","新北市泰山區","台灣獨立黨","14","78",0.0019
"新北市","新北市泰山區","無黨團結聯盟","15","164",0.004
"新北市","新北市泰山區","新黨","16","1389",0.0341
"新北市","新北市泰山區","健保免費連線","17","138",0.0033
"新北市","新北市泰山區","樹黨","18","256",0.0062
"新北市","新北市林口區","民主進步黨","1","20050",0.4107
"新北市","新北市林口區","親民黨","2","4169",0.0853
"新北市","新北市林口區","自由台灣黨","3","105",0.0021
"新北市","新北市林口區","和平鴿聯盟黨","4","138",0.0028
"新北市","新北市林口區","軍公教聯盟黨","5","260",0.0053
"新北市","新北市林口區","民國黨","6","597",0.0122
"新北市","新北市林口區","信心希望聯盟","7","1022",0.0209
"新北市","新北市林口區","中華統一促進黨","8","231",0.0047
"新北市","新北市林口區","中國國民黨","9","13397",0.2744
"新北市","新北市林口區","台灣團結聯盟","10","809",0.0165
"新北市","新北市林口區","時代力量","11","3084",0.0631
"新北市","新北市林口區","大愛憲改聯盟","12","39",7e-04
"新北市","新北市林口區","綠黨社會民主黨聯盟","13","1263",0.0258
"新北市","新北市林口區","台灣獨立黨","14","83",0.0017
"新北市","新北市林口區","無黨團結聯盟","15","268",0.0054
"新北市","新北市林口區","新黨","16","2827",0.0579
"新北市","新北市林口區","健保免費連線","17","149",0.003
"新北市","新北市林口區","樹黨","18","328",0.0067
"新北市","新北市深坑區","民主進步黨","1","5335",0.4201
"新北市","新北市深坑區","親民黨","2","854",0.0672
"新北市","新北市深坑區","自由台灣黨","3","70",0.0055
"新北市","新北市深坑區","和平鴿聯盟黨","4","30",0.0023
"新北市","新北市深坑區","軍公教聯盟黨","5","58",0.0045
"新北市","新北市深坑區","民國黨","6","170",0.0133
"新北市","新北市深坑區","信心希望聯盟","7","271",0.0213
"新北市","新北市深坑區","中華統一促進黨","8","60",0.0047
"新北市","新北市深坑區","中國國民黨","9","3716",0.2926
"新北市","新北市深坑區","台灣團結聯盟","10","204",0.016
"新北市","新北市深坑區","時代力量","11","707",0.0556
"新北市","新北市深坑區","大愛憲改聯盟","12","18",0.0014
"新北市","新北市深坑區","綠黨社會民主黨聯盟","13","352",0.0277
"新北市","新北市深坑區","台灣獨立黨","14","28",0.0022
"新北市","新北市深坑區","無黨團結聯盟","15","50",0.0039
"新北市","新北市深坑區","新黨","16","648",0.051
"新北市","新北市深坑區","健保免費連線","17","43",0.0033
"新北市","新北市深坑區","樹黨","18","85",0.0066
"新北市","新北市石碇區","民主進步黨","1","2337",0.5426
"新北市","新北市石碇區","親民黨","2","245",0.0568
"新北市","新北市石碇區","自由台灣黨","3","39",0.009
"新北市","新北市石碇區","和平鴿聯盟黨","4","42",0.0097
"新北市","新北市石碇區","軍公教聯盟黨","5","16",0.0037
"新北市","新北市石碇區","民國黨","6","48",0.0111
"新北市","新北市石碇區","信心希望聯盟","7","29",0.0067
"新北市","新北市石碇區","中華統一促進黨","8","17",0.0039
"新北市","新北市石碇區","中國國民黨","9","1004",0.2331
"新北市","新北市石碇區","台灣團結聯盟","10","101",0.0234
"新北市","新北市石碇區","時代力量","11","171",0.0397
"新北市","新北市石碇區","大愛憲改聯盟","12","3",6e-04
"新北市","新北市石碇區","綠黨社會民主黨聯盟","13","68",0.0157
"新北市","新北市石碇區","台灣獨立黨","14","9",0.002
"新北市","新北市石碇區","無黨團結聯盟","15","23",0.0053
"新北市","新北市石碇區","新黨","16","104",0.0241
"新北市","新北市石碇區","健保免費連線","17","27",0.0062
"新北市","新北市石碇區","樹黨","18","24",0.0055
"新北市","新北市坪林區","民主進步黨","1","2035",0.5626
"新北市","新北市坪林區","親民黨","2","195",0.0539
"新北市","新北市坪林區","自由台灣黨","3","27",0.0074
"新北市","新北市坪林區","和平鴿聯盟黨","4","7",0.0019
"新北市","新北市坪林區","軍公教聯盟黨","5","21",0.0058
"新北市","新北市坪林區","民國黨","6","47",0.0129
"新北市","新北市坪林區","信心希望聯盟","7","20",0.0055
"新北市","新北市坪林區","中華統一促進黨","8","4",0.0011
"新北市","新北市坪林區","中國國民黨","9","811",0.2242
"新北市","新北市坪林區","台灣團結聯盟","10","86",0.0237
"新北市","新北市坪林區","時代力量","11","139",0.0384
"新北市","新北市坪林區","大愛憲改聯盟","12","7",0.0019
"新北市","新北市坪林區","綠黨社會民主黨聯盟","13","57",0.0157
"新北市","新北市坪林區","台灣獨立黨","14","12",0.0033
"新北市","新北市坪林區","無黨團結聯盟","15","59",0.0163
"新北市","新北市坪林區","新黨","16","63",0.0174
"新北市","新北市坪林區","健保免費連線","17","8",0.0022
"新北市","新北市坪林區","樹黨","18","19",0.0052
"新北市","新北市三芝區","民主進步黨","1","4456",0.3814
"新北市","新北市三芝區","親民黨","2","611",0.0522
"新北市","新北市三芝區","自由台灣黨","3","44",0.0037
"新北市","新北市三芝區","和平鴿聯盟黨","4","61",0.0052
"新北市","新北市三芝區","軍公教聯盟黨","5","75",0.0064
"新北市","新北市三芝區","民國黨","6","319",0.0273
"新北市","新北市三芝區","信心希望聯盟","7","124",0.0106
"新北市","新北市三芝區","中華統一促進黨","8","42",0.0035
"新北市","新北市三芝區","中國國民黨","9","3397",0.2907
"新北市","新北市三芝區","台灣團結聯盟","10","455",0.0389
"新北市","新北市三芝區","時代力量","11","538",0.046
"新北市","新北市三芝區","大愛憲改聯盟","12","13",0.0011
"新北市","新北市三芝區","綠黨社會民主黨聯盟","13","219",0.0187
"新北市","新北市三芝區","台灣獨立黨","14","47",0.004
"新北市","新北市三芝區","無黨團結聯盟","15","745",0.0637
"新北市","新北市三芝區","新黨","16","385",0.0329
"新北市","新北市三芝區","健保免費連線","17","66",0.0056
"新北市","新北市三芝區","樹黨","18","86",0.0073
"新北市","新北市石門區","民主進步黨","1","2395",0.3908
"新北市","新北市石門區","親民黨","2","252",0.0411
"新北市","新北市石門區","自由台灣黨","3","26",0.0042
"新北市","新北市石門區","和平鴿聯盟黨","4","51",0.0083
"新北市","新北市石門區","軍公教聯盟黨","5","34",0.0055
"新北市","新北市石門區","民國黨","6","125",0.0204
"新北市","新北市石門區","信心希望聯盟","7","45",0.0073
"新北市","新北市石門區","中華統一促進黨","8","15",0.0024
"新北市","新北市石門區","中國國民黨","9","1782",0.2908
"新北市","新北市石門區","台灣團結聯盟","10","188",0.0306
"新北市","新北市石門區","時代力量","11","244",0.0398
"新北市","新北市石門區","大愛憲改聯盟","12","10",0.0016
"新北市","新北市石門區","綠黨社會民主黨聯盟","13","96",0.0156
"新北市","新北市石門區","台灣獨立黨","14","24",0.0039
"新北市","新北市石門區","無黨團結聯盟","15","651",0.1062
"新北市","新北市石門區","新黨","16","138",0.0225
"新北市","新北市石門區","健保免費連線","17","23",0.0037
"新北市","新北市石門區","樹黨","18","28",0.0045
"新北市","新北市八里區","民主進步黨","1","8552",0.4382
"新北市","新北市八里區","親民黨","2","1410",0.0722
"新北市","新北市八里區","自由台灣黨","3","53",0.0027
"新北市","新北市八里區","和平鴿聯盟黨","4","117",0.0059
"新北市","新北市八里區","軍公教聯盟黨","5","67",0.0034
"新北市","新北市八里區","民國黨","6","243",0.0124
"新北市","新北市八里區","信心希望聯盟","7","272",0.0139
"新北市","新北市八里區","中華統一促進黨","8","64",0.0032
"新北市","新北市八里區","中國國民黨","9","5063",0.2594
"新北市","新北市八里區","台灣團結聯盟","10","348",0.0178
"新北市","新北市八里區","時代力量","11","1026",0.0525
"新北市","新北市八里區","大愛憲改聯盟","12","25",0.0012
"新北市","新北市八里區","綠黨社會民主黨聯盟","13","396",0.0202
"新北市","新北市八里區","台灣獨立黨","14","51",0.0026
"新北市","新北市八里區","無黨團結聯盟","15","900",0.0461
"新北市","新北市八里區","新黨","16","704",0.036
"新北市","新北市八里區","健保免費連線","17","95",0.0048
"新北市","新北市八里區","樹黨","18","126",0.0064
"新北市","新北市平溪區","民主進步黨","1","1267",0.4782
"新北市","新北市平溪區","親民黨","2","192",0.0724
"新北市","新北市平溪區","自由台灣黨","3","32",0.012
"新北市","新北市平溪區","和平鴿聯盟黨","4","11",0.0041
"新北市","新北市平溪區","軍公教聯盟黨","5","18",0.0067
"新北市","新北市平溪區","民國黨","6","32",0.012
"新北市","新北市平溪區","信心希望聯盟","7","18",0.0067
"新北市","新北市平溪區","中華統一促進黨","8","11",0.0041
"新北市","新北市平溪區","中國國民黨","9","762",0.2876
"新北市","新北市平溪區","台灣團結聯盟","10","80",0.0302
"新北市","新北市平溪區","時代力量","11","83",0.0313
"新北市","新北市平溪區","大愛憲改聯盟","12","7",0.0026
"新北市","新北市平溪區","綠黨社會民主黨聯盟","13","35",0.0132
"新北市","新北市平溪區","台灣獨立黨","14","8",0.003
"新北市","新北市平溪區","無黨團結聯盟","15","31",0.0117
"新北市","新北市平溪區","新黨","16","47",0.0177
"新北市","新北市平溪區","健保免費連線","17","5",0.0018
"新北市","新北市平溪區","樹黨","18","10",0.0037
"新北市","新北市雙溪區","民主進步黨","1","2077",0.4368
"新北市","新北市雙溪區","親民黨","2","297",0.0624
"新北市","新北市雙溪區","自由台灣黨","3","57",0.0119
"新北市","新北市雙溪區","和平鴿聯盟黨","4","7",0.0014
"新北市","新北市雙溪區","軍公教聯盟黨","5","34",0.0071
"新北市","新北市雙溪區","民國黨","6","80",0.0168
"新北市","新北市雙溪區","信心希望聯盟","7","18",0.0037
"新北市","新北市雙溪區","中華統一促進黨","8","17",0.0035
"新北市","新北市雙溪區","中國國民黨","9","1483",0.3118
"新北市","新北市雙溪區","台灣團結聯盟","10","150",0.0315
"新北市","新北市雙溪區","時代力量","11","175",0.0368
"新北市","新北市雙溪區","大愛憲改聯盟","12","10",0.0021
"新北市","新北市雙溪區","綠黨社會民主黨聯盟","13","82",0.0172
"新北市","新北市雙溪區","台灣獨立黨","14","14",0.0029
"新北市","新北市雙溪區","無黨團結聯盟","15","87",0.0182
"新北市","新北市雙溪區","新黨","16","121",0.0254
"新北市","新北市雙溪區","健保免費連線","17","15",0.0031
"新北市","新北市雙溪區","樹黨","18","31",0.0065
"新北市","新北市貢寮區","民主進步黨","1","3713",0.5622
"新北市","新北市貢寮區","親民黨","2","326",0.0493
"新北市","新北市貢寮區","自由台灣黨","3","75",0.0113
"新北市","新北市貢寮區","和平鴿聯盟黨","4","25",0.0037
"新北市","新北市貢寮區","軍公教聯盟黨","5","34",0.0051
"新北市","新北市貢寮區","民國黨","6","93",0.014
"新北市","新北市貢寮區","信心希望聯盟","7","37",0.0056
"新北市","新北市貢寮區","中華統一促進黨","8","25",0.0037
"新北市","新北市貢寮區","中國國民黨","9","1476",0.2235
"新北市","新北市貢寮區","台灣團結聯盟","10","175",0.0264
"新北市","新北市貢寮區","時代力量","11","259",0.0392
"新北市","新北市貢寮區","大愛憲改聯盟","12","11",0.0016
"新北市","新北市貢寮區","綠黨社會民主黨聯盟","13","101",0.0152
"新北市","新北市貢寮區","台灣獨立黨","14","21",0.0031
"新北市","新北市貢寮區","無黨團結聯盟","15","56",0.0084
